Year,Month,Day,Hour,Latitude,Longitude,WindSpeed,SeaLevelPressure,Distance,Angle,Radius_oci,Radius_34mean,Radius_34quadrant,TCid
2007,6,2,12,27,-83.2,20.57777778,1000,348426.6554,259.5466706,333360,106490,148160,246
2007,10,31,6,21.8,-78.1,18.00555556,1000,429837.9004,17.91693716,333360,277800,NaN,258
2007,10,31,12,22.5,-78.3,23.15,995,356018.5194,2.66531489,333360,160506.6667,185200,258
2007,10,31,18,22.6,-78.8,23.15,995,315519.284,1.275040621,333360,185200,185200,258
2007,11,1,0,22.9,-78.6,25.72222222,995,302304.1928,77.08365684,333360,209893.3333,185200,258
2007,11,1,6,23.4,-78.3,25.72222222,993,287883.6918,87.89035169,333360,209893.3333,185200,258
2007,11,1,12,23.9,-78,25.72222222,993,286858.8903,99.42108812,407440,216066.6667,185200,258
2007,11,1,18,25.1,-77.3,28.29444444,992,334226.67,124.352758,509300,199090,55560,258
2007,11,2,0,26.4,-76.5,36.01111111,981,444237.9153,143.1815565,509300,247705,111120,258
2007,12,16,6,26.3,-85.2,12.86111111,1006,485791.4309,310.0614794,NaN,NaN,NaN,259
2008,8,17,18,20.7,-79.6,23.15,1006,478781.5004,310.0676904,277800,166680,166680,265
2008,8,18,0,21.1,-80.3,23.15,1001,424171.9739,319.651417,277800,166680,166680,265
2008,8,18,6,21.9,-80.8,23.15,1003,334596.667,333.1728515,222240,111120,55560,265
2008,8,18,12,23.2,-81.2,25.72222222,1002,198738.7553,320.3310093,231500,175940,185200,265
2008,8,18,18,24.3,-81.7,25.72222222,1000,129097.3007,277.7311228,231500,120380,203720,265
2008,8,19,0,25,-81.9,25.72222222,997,130540.2776,260.9827251,277800,120380,55560,265
2008,8,19,6,25.5,-81.8,28.29444444,994,136887.6832,263.0605579,370400,120380,55560,265
2008,8,19,12,26.4,-81.4,28.29444444,988,184253.2878,232.8695425,370400,115750,55560,265
2008,8,19,18,27,-81.1,30.86666667,986,238166.4412,217.6152328,370400,152790,55560,265
2008,8,20,0,27.5,-80.9,28.29444444,988,290111.4989,212.950095,407440,138900,55560,265
2008,8,20,6,28,-80.6,25.72222222,992,344258.9017,198.2591377,407440,134270,55560,265
2008,8,20,12,28.4,-80.6,23.15,994,388736.7197,179.8443046,407440,175940,NaN,265
2008,8,20,18,28.7,-80.6,23.15,997,422095.1043,191.1665417,407440,154333.3333,NaN,265
2008,8,21,0,28.9,-80.5,25.72222222,993,444465.688,164.3941007,416700,171310,74080,265
2008,8,21,6,29.1,-80.7,25.72222222,993,466658.1658,147.5455105,463000,171310,185200,265
2008,8,21,12,29.2,-80.7,25.72222222,993,477775.5787,124.8968929,463000,171310,185200,265
2008,8,21,18,29.3,-81,28.29444444,993,490336.9414,106.3862551,463000,171310,185200,265
2008,8,22,0,29.3,-81.2,25.72222222,994,492293.311,110.1793924,463000,199090,185200,265
2008,8,30,12,20.7,-81.6,56.58888889,955,478364.3472,304.9222712,463000,210665,259280,266
2008,8,30,18,21.6,-82.5,64.30555556,943,415064.2966,286.6913754,463000,222240,277800,266
2008,8,31,0,22.7,-83.5,61.73333333,950,382805.6291,263.7944559,509300,238445,296320,266
2008,8,31,6,23.6,-84.4,54.01666667,960,410733.2628,245.381547,509300,261595,324100,266
2008,8,31,12,24.8,-85.5,51.44444444,961,493576.577,226.2184514,509300,282430,351880,266
2008,9,5,6,27.2,-77.3,28.29444444,984,417709.7554,72.62616594,555600,314840,111120,267
2008,9,5,12,28.2,-78.5,28.29444444,980,422311.047,119.9723074,555600,310210,138900,267
2008,9,8,18,21.2,-79.1,38.58333333,964,439873.537,301.2626725,370400,259280,333360,268
2008,9,9,0,21.5,-80.3,36.01111111,965,379828.8136,294.3741699,370400,270855,333360,268
2008,9,9,6,22,-81.4,36.01111111,965,332828.3421,277.9711065,370400,270855,287060,268
2008,9,9,12,22.4,-82.4,36.01111111,965,332842.9596,254.6581558,509300,268540,287060,268
2008,9,9,18,22.7,-83.3,33.43888889,966,367405.6965,242.9531945,509300,268540,287060,268
2008,9,10,0,23.1,-84,33.43888889,968,398566.9679,236.3173025,370400,277800,296320,268
2008,9,10,6,23.4,-84.6,36.01111111,964,438061.2948,230.9078326,370400,284745,314840,268
2008,9,10,12,23.8,-85.2,41.15555556,959,480956.9299,227.212906,555600,294005,333360,268
2008,11,9,12,21.3,-77.8,18.00555556,1002,493121.95,19.50313503,370400,27780,37040,275
2008,11,9,18,21.6,-77.9,12.86111111,1004,460000.0739,28.04395674,231500,NaN,NaN,275
2008,11,10,0,21.8,-77.9,12.86111111,1005,442310.7125,52.4276775,231500,NaN,NaN,275
2008,11,10,6,22.1,-77.8,12.86111111,1006,423425.8362,63.49091243,NaN,NaN,NaN,275
2008,11,10,12,22.4,-77.7,10.28888889,1007,406627.7523,75.84861825,NaN,NaN,NaN,275
2008,11,10,18,22.5,-77.6,10.28888889,1008,406628.0417,141.38181,NaN,NaN,NaN,275
2008,11,11,0,22.4,-77.5,10.28888889,1009,421704.568,231.1562148,NaN,NaN,NaN,275
2008,11,11,6,22.1,-77.6,10.28888889,1009,437482.2281,260.7143859,NaN,NaN,NaN,275
2008,11,11,12,21.8,-77.9,10.28888889,1009,442310.7125,262.3036702,NaN,NaN,NaN,275
2008,11,11,18,21.3,-78.3,10.28888889,1009,465182.6428,257.6522661,NaN,NaN,NaN,275
2008,11,12,0,20.9,-78.8,10.28888889,1009,482265.2983,274.6653933,NaN,NaN,NaN,275
2008,11,12,6,20.8,-79.7,10.28888889,1009,465764.6232,285.5082809,NaN,NaN,NaN,275
2008,11,12,12,21,-80.7,10.28888889,1009,434205.7738,285.3712942,NaN,NaN,NaN,275
2008,11,12,18,21.4,-81.7,10.28888889,1009,405266.9221,280.3590896,NaN,NaN,NaN,275
2008,11,13,0,22.1,-82.8,10.28888889,1010,383545.8853,265.6930898,NaN,NaN,NaN,275
2008,11,13,6,22.8,-83.8,10.28888889,1010,400018.4529,255.2235475,NaN,NaN,NaN,275
2008,11,13,12,23.8,-84.7,10.28888889,1010,432177.1422,247.4098774,NaN,NaN,NaN,275
2008,11,13,18,25,-85.5,10.28888889,1010,493156.9061,247.0742239,NaN,NaN,NaN,275
2009,8,16,6,27,-83.4,15.43333333,1011,363537.1902,199.3992152,NaN,NaN,NaN,278
2010,7,23,6,23.8,-77.8,20.57777778,1005,309954.3999,2.649465797,277800,111120,NaN,286
2010,7,23,12,24.8,-79.7,18.00555556,1006,92492.63546,24.6939905,277800,101860,83340,286
2010,7,23,18,25.8,-81.1,15.43333333,1008,111154.1532,146.0480866,277800,NaN,NaN,286
2010,7,24,0,26.3,-82.6,15.43333333,1010,252856.2813,160.2122644,277800,NaN,NaN,286
2010,7,24,6,26.7,-84.4,15.43333333,1013,428806.0014,174.630968,231500,NaN,NaN,286
2010,9,28,18,21,-82.7,20.57777778,999,484010.5752,10.49191197,694500,555600,NaN,298
2010,9,29,0,21.4,-82.2,18.00555556,997,422200.7874,33.11514792,694500,555600,NaN,298
2010,9,29,6,21.7,-81.6,18.00555556,996,370352.4354,50.20149781,694500,555600,NaN,298
2010,9,29,12,21.9,-81,20.57777778,995,336400.0819,35.74589418,666720,555600,NaN,298
2010,9,29,18,23.3,-80.1,20.57777778,994,185704.5674,44.18698233,666720,388920,555600,298
2010,9,30,0,24.7,-79.6,20.57777778,994,104392.2697,100.0223182,NaN,388920,555600,298
2010,9,30,6,26.1,-79,20.57777778,995,209231.9232,148.7815502,666720,444480,NaN,298
2010,9,30,12,27.4,-78.5,20.57777778,996,348369.4198,160.83442,NaN,444480,NaN,298
2010,10,14,12,22.6,-84.5,30.86666667,999,471615.4464,11.19466831,166680,81025,83340,300
2010,10,14,18,22.8,-83.5,25.72222222,1001,375695.2668,29.208385410000002,166680,74080,111120,300
2010,10,15,0,22.9,-82,20.57777778,1004,263889.7541,53.04230772,166680,60190,111120,300
2010,10,15,6,22.9,-80.9,15.43333333,1008,224784.8939,81.75192195,166680,NaN,NaN,300
2010,10,15,12,22.9,-79.9,12.86111111,1009,234218.7242,106.3161142,166680,NaN,NaN,300
2010,10,15,18,23,-79.1,10.28888889,1009,261445.9791,121.2822781,NaN,NaN,NaN,300
2011,7,17,6,28.8,-78.5,10.28888889,1014,481112.8263,305.0013916,NaN,NaN,NaN,305
2011,7,17,12,28.3,-78.3,12.86111111,1013,441948.8354,309.0823822,NaN,NaN,NaN,305
2011,7,17,18,27.8,-78.2,15.43333333,1011,401666.0466,306.2028075,NaN,NaN,NaN,305
2011,7,18,0,27.5,-78.1,18.00555556,1008,382112.27,300.0250582,185200,55560,NaN,305
2011,7,18,6,27.1,-78,20.57777778,1001,357264.1039,229.5440742,185200,55560,27780,305
2011,7,18,12,27.4,-77.5,23.15,999,416359.0437,180.8788871,185200,67135,46300,305
2011,7,18,18,27.8,-77.1,30.86666667,995,475370.0109,164.5209214,231500,76395,55560,305
2011,8,5,18,22.4,-76.9,12.86111111,1012,469340.2395,33.04744073,NaN,NaN,NaN,308
2011,8,6,0,23.6,-77.4,12.86111111,1012,356230.4924,43.44418162,NaN,NaN,NaN,308
2011,8,6,6,24.6,-77.9,12.86111111,1012,275683.8562,64.30790972,NaN,NaN,NaN,308
2011,8,6,12,25.6,-78.1,12.86111111,1011,263977.2502,96.03846343,NaN,NaN,NaN,308
2011,8,6,18,26.4,-78.2,15.43333333,1011,293260.3403,121.8348492,NaN,NaN,NaN,308
2011,8,7,0,27.2,-78.1,18.00555556,1010,357806.1495,154.2573193,185200,97230,NaN,308
2011,8,25,6,24.1,-75.9,48.87222222,950,484828.3223,42.0215701,509300,300950,333360,312
2011,8,25,12,25.4,-76.6,46.3,950,407314.3958,68.60884792,555600,328730,185200,312
2011,8,25,18,26.5,-77.2,46.3,950,384955.9996,98.15672646,555600,340305,231500,312
2011,8,26,0,27.7,-77.3,46.3,946,453313.243,127.7027568,555600,340305,231500,312
2012,8,26,6,22.7,-78.3,28.29444444,995,339513.3058,342.2051422,481520,226870,166680,331
2012,8,26,12,23.4,-80,28.29444444,995,178306.3899,309.938854,481520,226870,166680,331
2012,8,26,18,23.7,-81.4,25.72222222,992,156018.3817,253.8157404,481520,231500,333360,331
2012,8,27,0,24.2,-82.6,25.72222222,990,216006.0171,230.0573293,481520,245390,333360,331
2012,8,27,6,25,-83.6,25.72222222,989,301679.5603,213.6993452,425960,263910,333360,331
2012,8,27,12,25.7,-84.7,28.29444444,987,420626.2698,200.7477334,425960,268540,333360,331
2012,10,26,0,24.8,-75.9,38.58333333,965,475319.2698,64.11117005,694500,476890,555600,340
2012,10,26,6,25.7,-76.4,36.01111111,968,432328.5569,68.70236658,703760,463000,296320,340
2012,10,26,12,26.4,-76.9,33.43888889,970,407337.4666,80.35594297,777840,467630,314840,340
2012,10,26,18,27,-77.2,33.43888889,971,412945.0025,111.2761881,777840,472260,314840,340
2012,10,27,0,27.5,-77.1,30.86666667,969,453786.1382,141.7455133,833400,513930,333360,340
2013,8,1,0,23,-76.5,12.86111111,1014,468207.4372,359.5846822,NaN,NaN,NaN,345
2013,8,1,6,23.3,-77,12.86111111,1013,407476.4005,6.296668524,NaN,NaN,NaN,345
2013,8,1,12,23.7,-77.7,12.86111111,1013,323825.4163,10.25434649,NaN,NaN,NaN,345
2013,8,1,18,24.2,-78.4,12.86111111,1013,236786.2506,25.03585604,NaN,NaN,NaN,345
2013,8,2,0,24.9,-79,12.86111111,1013,162330.0388,58.893244610000004,NaN,NaN,NaN,345
2013,8,2,6,25.7,-79.3,12.86111111,1013,158629.3143,107.2571921,NaN,NaN,NaN,345
2013,8,2,12,26.5,-79.4,12.86111111,1013,214894.0987,139.477229,NaN,NaN,NaN,345
2013,8,2,18,27.4,-79.4,12.86111111,1013,302659.3169,157.1589511,NaN,NaN,NaN,345
2013,8,3,0,28.4,-79.3,15.43333333,1013,409940.648,167.9961845,NaN,NaN,NaN,345
2014,6,30,12,28.7,-78.4,12.86111111,1011,475659.577,2.26910499,NaN,NaN,NaN,357
2014,6,30,18,28.1,-78.7,15.43333333,1010,402987.1424,355.708053,NaN,NaN,NaN,357
2014,7,1,0,27.7,-78.9,15.43333333,1008,354537.9972,2.247915142,NaN,NaN,NaN,357
2014,7,1,6,27.5,-79.1,15.43333333,1007,325584.6502,26.13298885,333360,NaN,NaN,357
2014,7,1,12,27.5,-79.2,18.00555556,1005,321091.6426,106.5000642,333360,74080,74080,357
2014,7,1,18,27.7,-79.3,20.57777778,1003,337190.789,154.9039348,333360,87970,92600,357
2014,7,2,0,27.9,-79.2,23.15,999,361508.0177,176.6061473,333360,101860,92600,357
2014,7,2,6,28.2,-79.1,25.72222222,995,396059.8929,169.429329,296320,101860,92600,357
2014,7,2,12,28.7,-79,28.29444444,995,451310.0843,157.0230145,296320,101860,92600,357
2015,5,6,6,26.8,-79.2,12.86111111,1016,253653.5539,169.9374279,222240,NaN,NaN,366
2015,5,6,12,28.2,-78.5,12.86111111,1015,422311.047,173.1492105,NaN,NaN,NaN,366
2015,11,9,18,25,-75.7,23.15,1008,495071.9661,59.79132349,148160,92600,NaN,377
2015,11,10,0,26.4,-76.2,25.72222222,1006,472255.085,99.27788379,148160,86426.66667,NaN,377
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
